"Cell_ID_Myeloid","Cell_ID_Tumor","Distance","Cell_type"
"M_36","T_17",425.848215880709,"H+"
"M_37","T_17",324.607347332902,"H+"
"M_38","T_17",289.857289327222,"H+"
"M_39","T_17",557.108582119782,"H-"
"M_40","T_17",1087.3334221111,"H-"
"M_41","T_17",464.913731363929,"H-"
"M_42","T_17",405.006410547461,"H+"
"M_43","T_17",1114.46517325597,"H+"
"M_44","T_17",821.992003369957,"H+"
"M_45","T_17",1456.98428050959,"H+"
"M_46","T_17",458.83148788675,"H+"
"M_47","T_17",760.837775219245,"H+"
"M_48","T_17",975.285753383606,"H+"
"M_49","T_17",1260.20760886953,"H+"
"M_50","T_17",875.536247429274,"H+"
"M_51","T_17",1069.86297745632,"H+"
"M_52","T_17",1342.0169892715,"H+"
"M_53","T_17",687.236819059506,"H+"
"M_54","T_17",623.1018322959,"H+"
"M_55","T_17",1053.07740376131,"H+"
"M_56","T_17",570.093135791499,"H+"
"M_57","T_17",1469.43344041116,"H+"
"M_58","T_17",1238.58398930384,"H-"
"M_59","T_17",814.419208974828,"H-"
"M_60","T_17",1046.25646692615,"H-"
"M_61","T_17",618.426074117919,"H+"
"M_62","T_17",945.003129444334,"H+"
"M_63","T_17",698.592365398896,"H+"
"M_64","T_17",764.524037100746,"H+"
"M_65","T_17",1191.66313009611,"H+"
"M_66","T_17",853.0722367124,"H+"
"M_67","T_17",1071.00552427333,"H+"
"M_68","T_17",852.268044559579,"H+"
"M_69","T_17",730.016356858074,"H+"
"M_70","T_17",808.871814004803,"H-"
"M_71","T_17",986.910051129613,"H+"
"M_72","T_17",944.677996068392,"H+"
"M_73","T_17",1329.03497987008,"H-"
"M_74","T_17",1084.11452140016,"H+"
"M_75","T_17",913.550437378935,"H+"
"M_76","T_17",804.088088458947,"H+"
"M_77","T_17",1649.84694242305,"H+"
"M_78","T_17",1182.7180179285,"H-"
"M_79","T_17",1207.72483057045,"H+"
"M_80","T_17",872.889570795866,"H+"
"M_81","T_17",1376.6808174554,"H+"
"M_82","T_17",970.138067091763,"H+"
"M_83","T_17",1170.44234187397,"H+"
"M_84","T_17",1603.33809016529,"H+"
"M_85","T_17",1332.85483414004,"H+"
"M_86","T_17",1043.25463278847,"H+"
"M_87","T_17",1082.16963254293,"H+"
"M_88","T_17",1429.81847301309,"H+"
"M_89","T_17",1628.66490839543,"H-"
"M_90","T_17",1273.70677697256,"H+"
"M_91","T_17",1751.85830273245,"H+"
"M_92","T_17",1245.55735913164,"H+"
"M_93","T_17",1552.41245484439,"H-"
"M_94","T_17",1655.52140411692,"H+"
"M_95","T_17",1251.49568589024,"H+"
"M_96","T_17",1183.31250234204,"H+"
"M_97","T_17",1230.0992723173,"H+"
"M_98","T_17",1862.55331694259,"H+"
"M_99","T_17",1612.30027148304,"H+"
"M_100","T_17",1231.41857361618,"H+"
"M_101","T_17",1516.2467608471,"H+"
"M_102","T_17",1271.92315674203,"H+"
"M_103","T_17",1763.04930844356,"H+"
"M_104","T_17",1478.98450030986,"H+"
"M_105","T_17",1761.25745476742,"H+"
"M_106","T_17",1495.95845437316,"H+"
"M_107","T_17",1477.20329966692,"H+"
"M_108","T_17",1840.45956789354,"H+"
"M_109","T_17",1835.61098942608,"H+"
"M_110","T_17",1773.73729758475,"H+"
"M_111","T_17",1559.7057449151,"H+"
"M_112","T_17",1583.26249792435,"H+"
"M_113","T_17",1605.30025093154,"H+"
"M_114","T_17",1682.60916454003,"H-"
"M_115","T_17",2017.19161869361,"H+"
"M_116","T_17",1579.38173602598,"H+"
"M_1","T_18",734.211882668072,"H+"
"M_2","T_18",1138.19404666512,"H-"
"M_3","T_18",779.20098072372,"H-"
"M_4","T_18",739.98098856466,"H+"
"M_5","T_18",858.734274985328,"H+"
"M_6","T_18",608.296738312014,"H+"
"M_7","T_18",1155.15318621738,"H-"
"M_8","T_18",543.552219981424,"H+"
"M_9","T_18",575.687054991725,"H+"
"M_10","T_18",836.324866206234,"H-"
"M_11","T_18",338.238746048838,"H+"
"M_12","T_18",397.653442142811,"H+"
"M_13","T_18",718.8279941947,"H+"
"M_14","T_18",358.655350036926,"H+"
"M_15","T_18",700.573008978193,"H+"
"M_16","T_18",193.004017314334,"H+"
"M_17","T_18",1330.87870488869,"H+"
"M_18","T_18",464.237330900671,"H+"
"M_19","T_18",952.871764170445,"H+"
"M_20","T_18",1154.0759666668,"H+"
"M_21","T_18",797.037096004559,"H+"
"M_22","T_18",1033.29335901091,"H-"
"M_23","T_18",290.07774386487,"H+"
"M_24","T_18",865.142794118258,"H+"
"M_25","T_18",207.746369990835,"H+"
"M_26","T_18",554.763845738244,"H+"
"M_27","T_18",585.432795313092,"H+"
"M_28","T_18",377.3603630701,"H+"
"M_29","T_18",1058.3014898588,"H-"
"M_30","T_18",925.471008643195,"H-"
"M_31","T_18",465.409829179758,"H+"
"M_32","T_18",255.707647287735,"H+"
"M_33","T_18",399.608274021226,"H+"
"M_34","T_18",681.379537680184,"H+"
"M_35","T_18",1285.93911168197,"H+"
"M_36","T_18",570.566818754176,"H+"
"M_37","T_18",254.117712519764,"H+"
"M_38","T_18",375.018233583775,"H+"
"M_39","T_18",413.651526465901,"H-"
"M_40","T_18",920.138286353878,"H-"
"M_41","T_18",597.05454953551,"H-"
"M_42","T_18",340.98512562957,"H+"
"M_43","T_18",954.188232100725,"H+"
"M_44","T_18",668.417840166937,"H+"
"M_45","T_18",1290.05289904294,"H+"
"M_46","T_18",552.376484599138,"H+"
"M_47","T_18",625.426599820786,"H+"
"M_48","T_18",824.2486834533,"H+"
"M_49","T_18",1102.23905414438,"H+"
"M_50","T_18",1019.71049448868,"H+"
"M_51","T_18",920.472090512543,"H+"
"M_52","T_18",1181.39875924098,"H+"
"M_53","T_18",807.59521347783,"H+"
"M_54","T_18",720.067523280584,"H+"
"M_55","T_18",1204.54155101577,"H+"
"M_56","T_18",636.397308885876,"H+"
"M_57","T_18",1308.80317981749,"H+"
"M_58","T_18",1392.14423750149,"H-"
"M_59","T_18",696.441227470667,"H-"
"M_60","T_18",1189.23139353812,"H-"
"M_61","T_18",594.590081952746,"H+"
"M_62","T_18",819.687835796504,"H+"
"M_63","T_18",634.459603571904,"H+"
"M_64","T_18",680.029791449175,"H+"
"M_65","T_18",1049.32694064014,"H+"
"M_66","T_18",965.738119995999,"H+"
"M_67","T_18",939.863182719509,"H+"
"M_68","T_18",773.249496017777,"H+"
"M_69","T_18",736.370507959819,"H+"
"M_70","T_18",760.973743694562,"H-"
"M_71","T_18",1102.43815086866,"H+"
"M_72","T_18",844.212243653928,"H+"
"M_73","T_18",1188.80705297303,"H-"
"M_74","T_18",969.258536475507,"H+"
"M_75","T_18",1002.04993501721,"H+"
"M_76","T_18",833.52399890821,"H+"
"M_77","T_18",1501.45732174498,"H+"
"M_78","T_18",1309.58180117298,"H-"
"M_79","T_18",1089.83058241375,"H+"
"M_80","T_18",882.545046258083,"H+"
"M_81","T_18",1507.73189515628,"H+"
"M_82","T_18",954.861861639194,"H+"
"M_83","T_18",1272.28513329684,"H+"
"M_84","T_18",1465.62604184018,"H+"
"M_85","T_18",1454.60175408525,"H+"
"M_86","T_18",1109.64309356543,"H+"
"M_87","T_18",1024.14132351428,"H+"
"M_88","T_18",1312.36764534482,"H+"
"M_89","T_18",1496.76274165928,"H-"
"M_90","T_18",1178.40624073179,"H+"
"M_91","T_18",1613.45977186525,"H+"
"M_92","T_18",1332.03189051083,"H+"
"M_93","T_18",1675.021781424,"H-"
"M_94","T_18",1531.28438886702,"H+"
"M_95","T_18",1193.4026895026,"H+"
"M_96","T_18",1213.01747968408,"H+"
"M_97","T_18",1198.53904791384,"H+"
"M_98","T_18",1730.70724012929,"H+"
"M_99","T_18",1727.83537880171,"H+"
"M_100","T_18",1234.37052285836,"H+"
"M_101","T_18",1418.84944555439,"H+"
"M_102","T_18",1320.08217815219,"H+"
"M_103","T_18",1641.09323291752,"H+"
"M_104","T_18",1397.96084447038,"H+"
"M_105","T_18",1655.6389930059,"H+"
"M_106","T_18",1438.89390489985,"H+"
"M_107","T_18",1438.05904871048,"H+"
"M_108","T_18",1948.84497309963,"H+"
"M_109","T_18",1737.1565233272,"H+"
"M_110","T_18",1690.22267985212,"H+"
"M_111","T_18",1554.03382641567,"H+"
"M_112","T_18",1555.62654245,"H+"
"M_113","T_18",1568.30376052998,"H+"
"M_114","T_18",1621.0346965746,"H-"
"M_115","T_18",1909.59509033397,"H+"
"M_116","T_18",1582.13689937685,"H+"
"M_1","T_19",563.884206140426,"H+"
"M_2","T_19",857.456222625762,"H-"
"M_3","T_19",558.563525736737,"H-"
"M_4","T_19",1014.11519410596,"H+"
"M_5","T_19",609.559117843694,"H+"
"M_6","T_19",474.063868391056,"H+"
"M_7","T_19",850.899708407521,"H-"
"M_8","T_19",809.568643132875,"H+"
"M_9","T_19",374.964509406699,"H+"
"M_10","T_19",553.429453876778,"H-"
"M_11","T_19",558.551153915618,"H+"
"M_12","T_19",669.387067426881,"H+"
"M_13","T_19",425.39320831225,"H+"
"M_14","T_19",303.908666796123,"H+"
"M_15","T_19",1026.50456433674,"H+"
"M_16","T_19",301.003110772913,"H+"
"M_17","T_19",1665.54464746178,"H+"
"M_18","T_19",790.494479842883,"H+"
"M_19","T_19",619.716600878486,"H+"
"M_20","T_19",1490.40226300795,"H+"
"M_21","T_19",462.845518891107,"H+"
"M_22","T_19",697.01045730683,"H-"
"M_23","T_19",626.426669225035,"H+"
"M_24","T_19",1201.75673792339,"H+"
"M_25","T_19",541.284076045848,"H+"
"M_26","T_19",890.073684659242,"H+"
"M_27","T_19",256.705718189248,"H+"
"M_28","T_19",102.190701154084,"H+"
"M_29","T_19",724.846922749261,"H-"
"M_30","T_19",594.201942563444,"H-"
"M_31","T_19",788.451602358597,"H+"
"M_32","T_19",234.410519240189,"H+"
"M_33","T_19",715.320849832725,"H+"
"M_34","T_19",376.984034969605,"H+"
"M_35","T_19",955.676517376191,"H+"
"M_36","T_19",884.765901254974,"H+"
"M_37","T_19",400.49852963277,"H+"
"M_38","T_19",653.533685599864,"H+"
"M_39","T_19",273.635535393856,"H-"
"M_40","T_19",605.516305746464,"H-"
"M_41","T_19",898.504943828116,"H-"
"M_42","T_19",447.065215973626,"H+"
"M_43","T_19",663.806412541482,"H+"
"M_44","T_19",420.368097863468,"H+"
"M_45","T_19",972.527066912214,"H+"
"M_46","T_19",817.301995106985,"H+"
"M_47","T_19",450.468180595921,"H+"
"M_48","T_19",571.907941447507,"H+"
"M_49","T_19",815.654553344266,"H+"
"M_50","T_19",1324.04516405115,"H+"
"M_51","T_19",667.9149781847,"H+"
"M_52","T_19",884.943975683488,"H+"
"M_53","T_19",1087.88575762835,"H+"
"M_54","T_19",976.269557757652,"H+"
"M_55","T_19",1516.13833078851,"H+"
"M_56","T_19",861.108090639689,"H+"
"M_57","T_19",1010.52213246538,"H+"
"M_58","T_19",1705.25208726673,"H-"
"M_59","T_19",563.245776193299,"H-"
"M_60","T_19",1489.90089274706,"H-"
"M_61","T_19",691.446932295475,"H+"
"M_62","T_19",649.04071407418,"H+"
"M_63","T_19",645.704829878276,"H+"
"M_64","T_19",636.891811268721,"H+"
"M_65","T_19",812.327483395792,"H+"
"M_66","T_19",1230.9506119222,"H+"
"M_67","T_19",741.861239388763,"H+"
"M_68","T_19",728.105413216043,"H+"
"M_69","T_19",862.32375106489,"H+"
"M_70","T_19",784.720874487383,"H-"
"M_71","T_19",1367.68609209044,"H+"
"M_72","T_19",738.162001508864,"H+"
"M_73","T_19",952.416179661559,"H-"
"M_74","T_19",814.072240458958,"H+"
"M_75","T_19",1232.78348165778,"H+"
"M_76","T_19",986.538875927229,"H+"
"M_77","T_19",1235.18626003243,"H+"
"M_78","T_19",1586.62314134061,"H-"
"M_79","T_19",918.570105248275,"H+"
"M_80","T_19",998.741944873076,"H+"
"M_81","T_19",1788.25297654405,"H+"
"M_82","T_19",1020.38619477952,"H+"
"M_83","T_19",1513.85157181682,"H+"
"M_84","T_19",1228.48049517138,"H+"
"M_85","T_19",1722.15359339853,"H+"
"M_86","T_19",1302.99418704,"H+"
"M_87","T_19",998.800815651031,"H+"
"M_88","T_19",1131.8377118595,"H+"
"M_89","T_19",1273.97768554625,"H-"
"M_90","T_19",1058.41605236386,"H+"
"M_91","T_19",1371.66329147427,"H+"
"M_92","T_19",1548.84209016175,"H+"
"M_93","T_19",1941.14938774338,"H-"
"M_94","T_19",1327.03867579072,"H+"
"M_95","T_19",1156.22663963808,"H+"
"M_96","T_19",1341.95328844987,"H+"
"M_97","T_19",1215.52408687364,"H+"
"M_98","T_19",1503.47126124472,"H+"
"M_99","T_19",1982.50414374449,"H+"
"M_100","T_19",1314.9802613077,"H+"
"M_101","T_19",1282.93288843249,"H+"
"M_102","T_19",1475.74769689756,"H+"
"M_103","T_19",1439.93693812665,"H+"
"M_104","T_19",1300.40773801725,"H+"
"M_105","T_19",1493.22204141442,"H+"
"M_106","T_19",1391.82391242325,"H+"
"M_107","T_19",1428.11819469861,"H+"
"M_108","T_19",2189.77546356537,"H+"
"M_109","T_19",1589.33780462854,"H+"
"M_110","T_19",1577.30232405549,"H+"
"M_111","T_19",1605.32512304695,"H+"
"M_112","T_19",1564.29544656629,"H+"
"M_113","T_19",1557.80573697591,"H+"
"M_114","T_19",1557.84892528737,"H-"
"M_115","T_19",1737.17723826527,"H+"
"M_116","T_19",1648.36069081717,"H+"
"M_1","T_20",1257.9463293797,"H+"
"M_2","T_20",1720.23842524951,"H-"
"M_3","T_20",1334.58046809791,"H-"
"M_4","T_20",550.939674105096,"H+"
"M_5","T_20",1428.24094188277,"H+"
"M_6","T_20",1126.19195407325,"H+"
"M_7","T_20",1754.5798154781,"H-"
"M_8","T_20",513.158433436271,"H+"
"M_9","T_20",1141.15057134018,"H+"
"M_10","T_20",1428.65248579172,"H-"
"M_11","T_20",609.128369343271,"H+"
"M_12","T_20",494.379597062276,"H+"
"M_13","T_20",1320.70280668467,"H+"
"M_14","T_20",899.893198009039,"H+"
"M_15","T_20",264.365613222382,"H+"
"M_16","T_20",737.720003061143,"H+"
"M_17","T_20",735.78177486176,"H+"
"M_18","T_20",263.56503323264,"H+"
"M_19","T_20",1570.0017117649,"H+"
"M_20","T_20",547.618062312107,"H+"
"M_21","T_20",1414.43362278874,"H+"
"M_22","T_20",1650.50773140548,"H-"
"M_23","T_20",332.909693601471,"H+"
"M_24","T_20",250.252610702456,"H+"
"M_25","T_20",413.034091255606,"H+"
"M_26","T_20",66.8194598762429,"H+"
"M_27","T_20",1195.6913021108,"H+"
"M_28","T_20",981.347001579442,"H+"
"M_29","T_20",1668.67255219637,"H-"
"M_30","T_20",1534.00958124587,"H-"
"M_31","T_20",220.414619238342,"H+"
"M_32","T_20",810.190833212392,"H+"
"M_33","T_20",295.506620239107,"H+"
"M_34","T_20",1273.52810334709,"H+"
"M_35","T_20",1890.96539042885,"H+"
"M_36","T_20",232.763920988381,"H+"
"M_37","T_20",674.003362397932,"H+"
"M_38","T_20",424.080319756747,"H+"
"M_39","T_20",954.021362400111,"H-"
"M_40","T_20",1512.66378814687,"H-"
"M_41","T_20",300.515909457559,"H-"
"M_42","T_20",721.359915612282,"H+"
"M_43","T_20",1523.38930043093,"H+"
"M_44","T_20",1223.29784920595,"H+"
"M_45","T_20",1879.27973005484,"H+"
"M_46","T_20",438.024657625991,"H+"
"M_47","T_20",1132.7460960393,"H+"
"M_48","T_20",1367.56430777959,"H+"
"M_49","T_20",1661.9913708119,"H+"
"M_50","T_20",526.981533283189,"H+"
"M_51","T_20",1456.49967004757,"H+"
"M_52","T_20",1749.06264438313,"H+"
"M_53","T_20",470.085123284738,"H+"
"M_54","T_20",511.801326619182,"H+"
"M_55","T_20",664.457525656563,"H+"
"M_56","T_20",572.238456182027,"H+"
"M_57","T_20",1875.31065725724,"H+"
"M_58","T_20",836.862272272609,"H-"
"M_59","T_20",1152.5156002254,"H-"
"M_60","T_20",688.448255253101,"H-"
"M_61","T_20",811.65035394855,"H+"
"M_62","T_20",1288.85723858048,"H+"
"M_63","T_20",952.411565854452,"H+"
"M_64","T_20",1046.83894531785,"H+"
"M_65","T_20",1560.65643988598,"H+"
"M_66","T_20",627.227793173559,"H+"
"M_67","T_20",1420.74133346034,"H+"
"M_68","T_20",1114.74383354204,"H+"
"M_69","T_20",833.589412828531,"H+"
"M_70","T_20",1014.98821234338,"H-"
"M_71","T_20",731.732010861892,"H+"
"M_72","T_20",1240.77859503282,"H+"
"M_73","T_20",1690.26861113847,"H-"
"M_74","T_20",1400.51644177926,"H+"
"M_75","T_20",758.009031709967,"H+"
"M_76","T_20",836.433721318531,"H+"
"M_77","T_20",2024.27967850028,"H+"
"M_78","T_20",871.776434847821,"H-"
"M_79","T_20",1524.98534076989,"H+"
"M_80","T_20",941.565689673591,"H+"
"M_81","T_20",1042.30983993461,"H+"
"M_82","T_20",1083.71897795645,"H+"
"M_83","T_20",941.57059784776,"H+"
"M_84","T_20",1953.51199767368,"H+"
"M_85","T_20",1029.87269202665,"H+"
"M_86","T_20",935.670214879103,"H+"
"M_87","T_20",1279.92847368686,"H+"
"M_88","T_20",1738.45782768906,"H+"
"M_89","T_20",1965.00205341907,"H-"
"M_90","T_20",1539.94609792095,"H+"
"M_91","T_20",2101.23774471955,"H+"
"M_92","T_20",1057.57305854598,"H+"
"M_93","T_20",1237.52182549907,"H-"
"M_94","T_20",1973.6926353868,"H+"
"M_95","T_20",1436.83740616007,"H+"
"M_96","T_20",1161.15130399396,"H+"
"M_97","T_20",1355.92189361766,"H+"
"M_98","T_20",2194.73102564128,"H+"
"M_99","T_20",1316.51640550513,"H+"
"M_100","T_20",1273.50452958924,"H+"
"M_101","T_20",1777.23671179451,"H+"
"M_102","T_20",1191.79181392512,"H+"
"M_103","T_20",2073.70988647923,"H+"
"M_104","T_20",1704.24794938679,"H+"
"M_105","T_20",2033.89612100805,"H+"
"M_106","T_20",1665.10621677654,"H+"
"M_107","T_20",1604.91010883393,"H+"
"M_108","T_20",1558.40641476625,"H+"
"M_109","T_20",2089.61107308915,"H+"
"M_110","T_20",1994.24905245306,"H+"
"M_111","T_20",1600.68798273405,"H+"
"M_112","T_20",1677.55796514733,"H+"
"M_113","T_20",1721.33683361242,"H+"
"M_114","T_20",1854.3261435939,"H-"
"M_115","T_20",2288.91244022076,"H+"
"M_116","T_20",1597.91569202608,"H+"
"M_1","T_21",1483.26715815484,"H+"
"M_2","T_21",1954.7594862775,"H-"
"M_3","T_21",1565.36209742254,"H-"
"M_4","T_21",643.841984419322,"H+"
"M_5","T_21",1661.24707826613,"H+"
"M_6","T_21",1352.44405325847,"H+"
"M_7","T_21",1993.11928481771,"H-"
"M_8","T_21",676.845781274371,"H+"
"M_9","T_21",1375.49961660841,"H+"
"M_10","T_21",1666.36183399172,"H-"
"M_11","T_21",824.513398028237,"H+"
"M_12","T_21",697.27496759455,"H+"
"M_13","T_21",1560.58579267615,"H+"
"M_14","T_21",1133.9501359654,"H+"
"M_15","T_21",335.149732908081,"H+"
"M_16","T_21",975.757093160794,"H+"
"M_17","T_21",515.302206454985,"H+"
"M_18","T_21",469.406375387397,"H+"
"M_19","T_21",1812.82506391128,"H+"
"M_20","T_21",319.866881909719,"H+"
"M_21","T_21",1657.33789104147,"H+"
"M_22","T_21",1893.42199652042,"H-"
"M_23","T_21",574.619199966172,"H+"
"M_24","T_21",40.550708593309,"H+"
"M_25","T_21",655.638720212973,"H+"
"M_26","T_21",306.969163429589,"H+"
"M_27","T_21",1437.64032325959,"H+"
"M_28","T_21",1222.86294234857,"H+"
"M_29","T_21",1910.2594956612,"H-"
"M_30","T_21",1775.33156110644,"H-"
"M_31","T_21",438.174502822017,"H+"
"M_32","T_21",1048.17121992733,"H+"
"M_33","T_21",518.122345392419,"H+"
"M_34","T_21",1512.38397809824,"H+"
"M_35","T_21",2131.23218763228,"H+"
"M_36","T_21",396.514109874022,"H+"
"M_37","T_21",904.190861926006,"H+"
"M_38","T_21",636.568989287929,"H+"
"M_39","T_21",1187.87034761506,"H-"
"M_40","T_21",1750.8666349484,"H-"
"M_41","T_21",442.338365722855,"H-"
"M_42","T_21",943.197128452081,"H+"
"M_43","T_21",1756.78578488302,"H+"
"M_44","T_21",1455.99068508746,"H+"
"M_45","T_21",2115.92981913851,"H+"
"M_46","T_21",598.106538554909,"H+"
"M_47","T_21",1358.23317720434,"H+"
"M_48","T_21",1596.75419918987,"H+"
"M_49","T_21",1892.64366858734,"H+"
"M_50","T_21",434.128543685127,"H+"
"M_51","T_21",1683.39154972007,"H+"
"M_52","T_21",1981.11490501034,"H+"
"M_53","T_21",511.925291339662,"H+"
"M_54","T_21",609.815822034002,"H+"
"M_55","T_21",504.934107147759,"H+"
"M_56","T_21",712.655168644392,"H+"
"M_57","T_21",2106.60928846258,"H+"
"M_58","T_21",651.243528650075,"H-"
"M_59","T_21",1367.93877228017,"H-"
"M_60","T_21",561.197737189362,"H-"
"M_61","T_21",995.025630596549,"H+"
"M_62","T_21",1503.93234448502,"H+"
"M_63","T_21",1147.57754761228,"H+"
"M_64","T_21",1247.60072162251,"H+"
"M_65","T_21",1781.11390745937,"H+"
"M_66","T_21",626.537319439026,"H+"
"M_67","T_21",1636.08902377633,"H+"
"M_68","T_21",1306.93891604897,"H+"
"M_69","T_21",983.147275078266,"H+"
"M_70","T_21",1191.43496462564,"H-"
"M_71","T_21",692.453615308674,"H+"
"M_72","T_21",1441.07103879366,"H+"
"M_73","T_21",1907.11567233952,"H-"
"M_74","T_21",1604.86284622649,"H+"
"M_75","T_21",785.751914140946,"H+"
"M_76","T_21",955.732074349709,"H+"
"M_77","T_21",2243.96661888663,"H+"
"M_78","T_21",772.013401820632,"H-"
"M_79","T_21",1727.89211507863,"H+"
"M_80","T_21",1068.21601632933,"H+"
"M_81","T_21",911.858760846034,"H+"
"M_82","T_21",1220.79257961899,"H+"
"M_83","T_21",900.466319467604,"H+"
"M_84","T_21",2164.56928694675,"H+"
"M_85","T_21",926.132772977787,"H+"
"M_86","T_21",973.634630657139,"H+"
"M_87","T_21",1443.20853580908,"H+"
"M_88","T_21",1935.63969886215,"H+"
"M_89","T_21",2170.73794377455,"H-"
"M_90","T_21",1723.68681780853,"H+"
"M_91","T_21",2311.11869283707,"H+"
"M_92","T_21",1035.98859976846,"H+"
"M_93","T_21",1114.83769848603,"H-"
"M_94","T_21",2172.33012877709,"H+"
"M_95","T_21",1590.53081380922,"H+"
"M_96","T_21",1230.0707986751,"H+"
"M_97","T_21",1486.65936182284,"H+"
"M_98","T_21",2397.34198219357,"H+"
"M_99","T_21",1205.68952916373,"H+"
"M_100","T_21",1368.91891555223,"H+"
"M_101","T_21",1955.24394073163,"H+"
"M_102","T_21",1227.6042580915,"H+"
"M_103","T_21",2268.57302126171,"H+"
"M_104","T_21",1868.74355945447,"H+"
"M_105","T_21",2213.63037401173,"H+"
"M_106","T_21",1806.40513554586,"H+"
"M_107","T_21",1729.11187633484,"H+"
"M_108","T_21",1450.46244738373,"H+"
"M_109","T_21",2260.94980478494,"H+"
"M_110","T_21",2152.35381858131,"H+"
"M_111","T_21",1683.69914461482,"H+"
"M_112","T_21",1784.40126910765,"H+"
"M_113","T_21",1837.35832663138,"H+"
"M_114","T_21",1993.08819107095,"H-"
"M_115","T_21",2465.92548400632,"H+"
"M_116","T_21",1669.69241779187,"H+"
"M_1","T_22",948.296727694735,"H+"
"M_2","T_22",1372.86909680114,"H-"
"M_3","T_22",1004.91814643515,"H-"
"M_4","T_22",654.528501038558,"H+"
"M_5","T_22",1089.3161860191,"H+"
"M_6","T_22",818.016877595178,"H+"
"M_7","T_22",1392.92910561021,"H-"
"M_8","T_22",493.677610719771,"H+"
"M_9","T_22",802.947305659859,"H+"
"M_10","T_22",1072.60290255239,"H-"
"M_11","T_22",399.51374460301,"H+"
"M_12","T_22",372.584058512444,"H+"
"M_13","T_22",956.55892339439,"H+"
"M_14","T_22",571.710212226259,"H+"
"M_15","T_22",524.347292929346,"H+"
"M_16","T_22",398.916630101061,"H+"
"M_17","T_22",1118.75365031642,"H+"
"M_18","T_22",306.802530686093,"H+"
"M_19","T_22",1187.67572646409,"H+"
"M_20","T_22",934.947348977942,"H+"
"M_21","T_22",1031.08378756636,"H+"
"M_22","T_22",1264.7053410996,"H-"
"M_23","T_22",110.69417844177,"H+"
"M_24","T_22",639.583832682044,"H+"
"M_25","T_22",35.8624443381137,"H+"
"M_26","T_22",324.081123758128,"H+"
"M_27","T_22",806.633197702522,"H+"
"M_28","T_22",592.000519592596,"H+"
"M_29","T_22",1279.38144069635,"H-"
"M_30","T_22",1144.63552477879,"H-"
"M_31","T_22",228.283422720011,"H+"
"M_32","T_22",424.340443298828,"H+"
"M_33","T_22",169.999700785796,"H+"
"M_34","T_22",885.396471020005,"H+"
"M_35","T_22",1501.71816014114,"H+"
"M_36","T_22",337.21615677481,"H+"
"M_37","T_22",311.088241876421,"H+"
"M_38","T_22",203.297625582387,"H+"
"M_39","T_22",574.469770903822,"H-"
"M_40","T_22",1124.93966433899,"H-"
"M_41","T_22",372.674706605414,"H-"
"M_42","T_22",380.044147488313,"H+"
"M_43","T_22",1141.46346919511,"H+"
"M_44","T_22",843.664357869496,"H+"
"M_45","T_22",1492.80302373214,"H+"
"M_46","T_22",366.895566585829,"H+"
"M_47","T_22",767.13853155038,"H+"
"M_48","T_22",992.807352409064,"H+"
"M_49","T_22",1283.56580271301,"H+"
"M_50","T_22",787.717462470897,"H+"
"M_51","T_22",1084.97741977011,"H+"
"M_52","T_22",1368.40440487456,"H+"
"M_53","T_22",593.873947000886,"H+"
"M_54","T_22",530.027834937825,"H+"
"M_55","T_22",968.867370952188,"H+"
"M_56","T_22",482.73573413586,"H+"
"M_57","T_22",1495.38810251562,"H+"
"M_58","T_22",1155.70106999727,"H-"
"M_59","T_22",806.954205409135,"H-"
"M_60","T_22",958.152007076039,"H-"
"M_61","T_22",563.185714647139,"H+"
"M_62","T_22",940.984626419362,"H+"
"M_63","T_22",661.208978145041,"H+"
"M_64","T_22",736.948029438984,"H+"
"M_65","T_22",1199.28667633751,"H+"
"M_66","T_22",759.377094808537,"H+"
"M_67","T_22",1070.15633501554,"H+"
"M_68","T_22",820.052598994328,"H+"
"M_69","T_22",659.78717325235,"H+"
"M_70","T_22",761.069002562038,"H-"
"M_71","T_22",893.403434456851,"H+"
"M_72","T_22",923.8374125213,"H+"
"M_73","T_22",1333.97944251147,"H-"
"M_74","T_22",1071.20458025581,"H+"
"M_75","T_22",820.793909797316,"H+"
"M_76","T_22",724.881504046723,"H+"
"M_77","T_22",1661.15732311967,"H+"
"M_78","T_22",1090.5765607411,"H-"
"M_79","T_22",1195.92794644478,"H+"
"M_80","T_22",799.760511747763,"H+"
"M_81","T_22",1285.425052832,"H+"
"M_82","T_22",905.683805731877,"H+"
"M_83","T_22",1076.70295650742,"H+"
"M_84","T_22",1604.87628358624,"H+"
"M_85","T_22",1240.06487272147,"H+"
"M_86","T_22",953.468365197859,"H+"
"M_87","T_22",1036.09226341944,"H+"
"M_88","T_22",1416.35385189214,"H+"
"M_89","T_22",1625.25065245821,"H-"
"M_90","T_22",1246.66371254158,"H+"
"M_91","T_22",1753.49413373841,"H+"
"M_92","T_22",1152.67933125084,"H+"
"M_93","T_22",1459.81010602303,"H-"
"M_94","T_22",1646.02360900814,"H+"
"M_95","T_22",1204.15422762677,"H+"
"M_96","T_22",1101.82817372459,"H+"
"M_97","T_22",1170.55984284354,"H+"
"M_98","T_22",1858.33657492312,"H+"
"M_99","T_22",1518.98429752383,"H+"
"M_100","T_22",1158.30587321744,"H+"
"M_101","T_22",1489.12688018933,"H+"
"M_102","T_22",1185.38519143264,"H+"
