"Cell_ID_Myeloid","Cell_ID_T_Cell","Distance","Cell_type"
"M_53","T_12",1331.96594180638,"H+"
"M_54","T_12",1234.88107479423,"H+"
"M_55","T_12",1728.99290548624,"H+"
"M_56","T_12",1132.9582168991,"H+"
"M_57","T_12",1105.47803479626,"H+"
"M_58","T_12",1915.48057263758,"H-"
"M_59","T_12",838.437749057116,"H-"
"M_60","T_12",1716.22280764328,"H-"
"M_61","T_12",989.838710100667,"H+"
"M_62","T_12",901.653210238254,"H+"
"M_63","T_12",946.334429101502,"H+"
"M_64","T_12",932.189971030426,"H+"
"M_65","T_12",1004.31149698925,"H+"
"M_66","T_12",1485.87074104125,"H+"
"M_67","T_12",971.279803397727,"H+"
"M_68","T_12",1020.99833849693,"H+"
"M_69","T_12",1159.05937885745,"H+"
"M_70","T_12",1085.1386141797,"H-"
"M_71","T_12",1623.09995619043,"H+"
"M_72","T_12",1014.65256048678,"H+"
"M_73","T_12",1136.78513869977,"H-"
"M_74","T_12",1065.92266467406,"H+"
"M_75","T_12",1505.5659934227,"H+"
"M_76","T_12",1280.06634079069,"H+"
"M_77","T_12",1371.95812615073,"H+"
"M_78","T_12",1834.3862711818,"H-"
"M_79","T_12",1156.54299212436,"H+"
"M_80","T_12",1297.55929382903,"H+"
"M_81","T_12",2033.55372817075,"H+"
"M_82","T_12",1321.56954385494,"H+"
"M_83","T_12",1782.99832009334,"H+"
"M_84","T_12",1400.35624993192,"H+"
"M_85","T_12",1976.93745699208,"H+"
"M_86","T_12",1589.3544863682,"H+"
"M_87","T_12",1290.94161547113,"H+"
"M_88","T_12",1355.81122446043,"H+"
"M_89","T_12",1458.78846960449,"H-"
"M_90","T_12",1319.11652831754,"H+"
"M_91","T_12",1533.95805482687,"H+"
"M_92","T_12",1828.68231919842,"H+"
"M_93","T_12",2197.24949903129,"H-"
"M_94","T_12",1526.93510114678,"H+"
"M_95","T_12",1443.74062129405,"H+"
"M_96","T_12",1640.76450178999,"H+"
"M_97","T_12",1512.68867929798,"H+"
"M_98","T_12",1677.65741205813,"H+"
"M_99","T_12",2245.84203351764,"H+"
"M_100","T_12",1616.17682545818,"H+"
"M_101","T_12",1530.34644503492,"H+"
"M_102","T_12",1771.33252471374,"H+"
"M_103","T_12",1639.5532971699,"H+"
"M_104","T_12",1565.81837899246,"H+"
"M_105","T_12",1720.49332330251,"H+"
"M_106","T_12",1673.95325532904,"H+"
"M_107","T_12",1719.30186492363,"H+"
"M_108","T_12",2460.86674468642,"H+"
"M_109","T_12",1824.16776737719,"H+"
"M_110","T_12",1831.46849551008,"H+"
"M_111","T_12",1904.84573703347,"H+"
"M_112","T_12",1858.30142984469,"H+"
"M_113","T_12",1848.00801805209,"H+"
"M_114","T_12",1833.05526295872,"H-"
"M_115","T_12",1953.34707717601,"H+"
"M_116","T_12",1948.87415996722,"H+"
"M_1","T_13",1173.87249261642,"H+"
"M_2","T_13",1666.47978834534,"H-"
"M_3","T_13",1269.63055771832,"H-"
"M_4","T_13",271.777652460691,"H+"
"M_5","T_13",1371.33640271178,"H+"
"M_6","T_13",1048.22149325426,"H+"
"M_7","T_13",1723.24931287145,"H-"
"M_8","T_13",315.02579700738,"H+"
"M_9","T_13",1096.6981916171,"H+"
"M_10","T_13",1396.65534445723,"H-"
"M_11","T_13",518.876001035315,"H+"
"M_12","T_13",380.894274215481,"H+"
"M_13","T_13",1306.37493294518,"H+"
"M_14","T_13",862.226568167824,"H+"
"M_15","T_13",42.8011868578344,"H+"
"M_16","T_13",732.028186539901,"H+"
"M_17","T_13",686.394115284046,"H+"
"M_18","T_13",221.20401334276,"H+"
"M_19","T_13",1591.18216342393,"H+"
"M_20","T_13",544.735249272263,"H+"
"M_21","T_13",1442.93367742954,"H+"
"M_22","T_13",1683.83716879431,"H-"
"M_23","T_13",415.949598226517,"H+"
"M_24","T_13",350.200770562968,"H+"
"M_25","T_13",524.295909567167,"H+"
"M_26","T_13",320.731402671687,"H+"
"M_27","T_13",1262.05310509259,"H+"
"M_28","T_13",1060.51330434436,"H+"
"M_29","T_13",1729.68386312589,"H-"
"M_30","T_13",1600.22215540277,"H-"
"M_31","T_13",463.205104693467,"H+"
"M_32","T_13",925.081845208763,"H+"
"M_33","T_13",515.186133894027,"H+"
"M_34","T_13",1365.43862932416,"H+"
"M_35","T_13",1961.69703800124,"H+"
"M_36","T_13",515.317322921858,"H+"
"M_37","T_13",830.629476602428,"H+"
"M_38","T_13",643.426062853127,"H+"
"M_39","T_13",1081.99301684016,"H-"
"M_40","T_13",1603.4932053448,"H-"
"M_41","T_13",585.634262866678,"H-"
"M_42","T_13",898.103879561042,"H+"
"M_43","T_13",1637.68270136785,"H+"
"M_44","T_13",1346.99327064912,"H+"
"M_45","T_13",1973.27722759105,"H+"
"M_46","T_13",707.303303393008,"H+"
"M_47","T_13",1282.84458334464,"H+"
"M_48","T_13",1500.42292782109,"H+"
"M_49","T_13",1784.50048816895,"H+"
"M_50","T_13",782.292203911766,"H+"
"M_51","T_13",1594.85806452622,"H+"
"M_52","T_13",1865.12798945858,"H+"
"M_53","T_13",761.578270007533,"H+"
"M_54","T_13",800.556683039408,"H+"
"M_55","T_13",880.514104333985,"H+"
"M_56","T_13",845.909360154345,"H+"
"M_57","T_13",1992.57193334363,"H+"
"M_58","T_13",1028.33068048902,"H-"
"M_59","T_13",1326.59909516754,"H-"
"M_60","T_13",928.013427358771,"H-"
"M_61","T_13",1044.71529568649,"H+"
"M_62","T_13",1460.39841942448,"H+"
"M_63","T_13",1166.51282646655,"H+"
"M_64","T_13",1250.09802532543,"H+"
"M_65","T_13",1714.7694656953,"H+"
"M_66","T_13",915.065342200486,"H+"
"M_67","T_13",1589.04981383637,"H+"
"M_68","T_13",1328.47137313265,"H+"
"M_69","T_13",1094.56919531775,"H+"
"M_70","T_13",1249.43017527644,"H-"
"M_71","T_13",1011.82077453838,"H+"
"M_72","T_13",1440.07535874499,"H+"
"M_73","T_13",1850.97844695333,"H-"
"M_74","T_13",1590.15935684053,"H+"
"M_75","T_13",1049.9134341036,"H+"
"M_76","T_13",1113.26448736906,"H+"
"M_77","T_13",2174.38405781515,"H+"
"M_78","T_13",1129.24792995742,"H-"
"M_79","T_13",1715.02099167548,"H+"
"M_80","T_13",1213.42242388665,"H+"
"M_81","T_13",1282.60434639142,"H+"
"M_82","T_13",1347.81693438535,"H+"
"M_83","T_13",1223.03320509572,"H+"
"M_84","T_13",2123.37088467698,"H+"
"M_85","T_13",1286.44331190388,"H+"
"M_86","T_13",1227.87878084567,"H+"
"M_87","T_13",1521.93920842135,"H+"
"M_88","T_13",1934.79737396996,"H+"
"M_89","T_13",2144.79827233503,"H-"
"M_90","T_13",1757.02888703187,"H+"
"M_91","T_13",2272.00802704848,"H+"
"M_92","T_13",1344.44602955236,"H+"
"M_93","T_13",1483.83232766083,"H-"
"M_94","T_13",2165.33878466304,"H+"
"M_95","T_13",1684.91250761281,"H+"
"M_96","T_13",1449.77761246925,"H+"
"M_97","T_13",1620.55340208392,"H+"
"M_98","T_13",2377.96841177369,"H+"
"M_99","T_13",1570.45743998176,"H+"
"M_100","T_13",1554.74693437424,"H+"
"M_101","T_13",1998.44085948254,"H+"
"M_102","T_13",1483.88758398303,"H+"
"M_103","T_13",2270.26377087188,"H+"
"M_104","T_13",1940.20180449937,"H+"
"M_105","T_13",2250.87733244811,"H+"
"M_106","T_13",1920.3292596001,"H+"
"M_107","T_13",1871.25061769991,"H+"
"M_108","T_13",1814.76165138319,"H+"
"M_109","T_13",2315.61806455769,"H+"
"M_110","T_13",2233.79299661878,"H+"
"M_111","T_13",1884.23614840722,"H+"
"M_112","T_13",1952.0780905892,"H+"
"M_113","T_13",1991.29764038379,"H+"
"M_114","T_13",2109.99583529407,"H-"
"M_115","T_13",2507.33122763956,"H+"
"M_116","T_13",1884.43296836458,"H+"
"M_1","T_14",460.80053635161,"H+"
"M_2","T_14",364.15862363912,"H-"
"M_3","T_14",347.82311213799,"H-"
"M_4","T_14",1402.67955876858,"H+"
"M_5","T_14",284.387503915343,"H+"
"M_6","T_14",510.460693911279,"H+"
"M_7","T_14",317.961421935779,"H-"
"M_8","T_14",1208.77053917394,"H+"
"M_9","T_14",400.907161935501,"H+"
"M_10","T_14",163.255089016662,"H-"
"M_11","T_14",958.636914006117,"H+"
"M_12","T_14",1094.06284436257,"H+"
"M_13","T_14",168.705160134588,"H+"
"M_14","T_14",609.836003596359,"H+"
"M_15","T_14",1496.69426534766,"H+"
"M_16","T_14",741.692116692582,"H+"
"M_17","T_14",2150.68929176099,"H+"
"M_18","T_14",1270.70963989677,"H+"
"M_19","T_14",161.061555706894,"H+"
"M_20","T_14",1987.93895391764,"H+"
"M_21","T_14",151.82018695098,"H+"
"M_22","T_14",271.079606281367,"H-"
"M_23","T_14",1136.63186773454,"H+"
"M_24","T_14",1711.53702925524,"H+"
"M_25","T_14",1065.82112289051,"H+"
"M_26","T_14",1409.38263630884,"H+"
"M_27","T_14",394.219812658915,"H+"
"M_28","T_14",564.289802338465,"H+"
"M_29","T_14",408.608308504388,"H-"
"M_30","T_14",364.64578894404,"H-"
"M_31","T_14",1321.67364493929,"H+"
"M_32","T_14",758.814571044149,"H+"
"M_33","T_14",1251.26326166506,"H+"
"M_34","T_14",472.618901824587,"H+"
"M_35","T_14",619.347524531287,"H+"
"M_36","T_14",1421.8463672444,"H+"
"M_37","T_14",932.691364361531,"H+"
"M_38","T_14",1193.48727538097,"H+"
"M_39","T_14",715.71242672899,"H-"
"M_40","T_14",489.362057813937,"H-"
"M_41","T_14",1437.9891821354,"H-"
"M_42","T_14",964.010938737629,"H+"
"M_43","T_14",623.21976336404,"H+"
"M_44","T_14",627.895628534836,"H+"
"M_45","T_14",719.337369893153,"H+"
"M_46","T_14",1355.567862017,"H+"
"M_47","T_14",760.564221196805,"H+"
"M_48","T_14",684.099727564847,"H+"
"M_49","T_14",733.800971884505,"H+"
"M_50","T_14",1863.72007650987,"H+"
"M_51","T_14",737.756343262213,"H+"
"M_52","T_14",747.542332126468,"H+"
"M_53","T_14",1626.91088635704,"H+"
"M_54","T_14",1511.64714135492,"H+"
"M_55","T_14",2054.86654543754,"H+"
"M_56","T_14",1389.88012503135,"H+"
"M_57","T_14",838.260248452678,"H+"
"M_58","T_14",2243.75355532067,"H-"
"M_59","T_14",881.060284921454,"H-"
"M_60","T_14",2029.84546490373,"H-"
"M_61","T_14",1175.16965752709,"H+"
"M_62","T_14",886.095656911214,"H+"
"M_63","T_14",1081.14529977737,"H+"
"M_64","T_14",1029.41789671314,"H+"
"M_65","T_14",871.886310633456,"H+"
"M_66","T_14",1766.61588118771,"H+"
"M_67","T_14",903.358308550491,"H+"
"M_68","T_14",1099.84525106757,"H+"
"M_69","T_14",1347.81261145553,"H+"
"M_70","T_14",1208.41903315784,"H-"
"M_71","T_14",1902.65365462377,"H+"
"M_72","T_14",1040.19255004125,"H+"
"M_73","T_14",978.721915693458,"H-"
"M_74","T_14",1029.43378511712,"H+"
"M_75","T_14",1757.20018303407,"H+"
"M_76","T_14",1480.18565812279,"H+"
"M_77","T_14",1133.89888575334,"H+"
"M_78","T_14",2123.76694812156,"H-"
"M_79","T_14",1084.37254715456,"H+"
"M_80","T_14",1469.51497831441,"H+"
"M_81","T_14",2325.76126229941,"H+"
"M_82","T_14",1452.88221249663,"H+"
"M_83","T_14",2039.67876294853,"H+"
"M_84","T_14",1205.26271065195,"H+"
"M_85","T_14",2256.34732992124,"H+"
"M_86","T_14",1808.52079352149,"H+"
"M_87","T_14",1349.35259520196,"H+"
"M_88","T_14",1243.35847857715,"H+"
"M_89","T_14",1278.51318966416,"H-"
"M_90","T_14",1281.76968176874,"H+"
"M_91","T_14",1319.3339650729,"H+"
"M_92","T_14",2062.70895655455,"H+"
"M_93","T_14",2474.17557255844,"H-"
"M_94","T_14",1365.52540150954,"H+"
"M_95","T_14",1476.01092546752,"H+"
"M_96","T_14",1805.10349598243,"H+"
"M_97","T_14",1588.66356351383,"H+"
"M_98","T_14",1472.74825754304,"H+"
"M_99","T_14",2511.00422431977,"H+"
"M_100","T_14",1740.90266492637,"H+"
"M_101","T_14",1452.48900308407,"H+"
"M_102","T_14",1953.71484518257,"H+"
"M_103","T_14",1472.62661066158,"H+"
"M_104","T_14",1526.85121119128,"H+"
"M_105","T_14",1595.88713462479,"H+"
"M_106","T_14",1678.20435969874,"H+"
"M_107","T_14",1756.60456840209,"H+"
"M_108","T_14",2710.93844867046,"H+"
"M_109","T_14",1709.71962623126,"H+"
"M_110","T_14",1756.1728581682,"H+"
"M_111","T_14",1989.82019847396,"H+"
"M_112","T_14",1905.52200137704,"H+"
"M_113","T_14",1877.35932481251,"H+"
"M_114","T_14",1810.66739083773,"H-"
"M_115","T_14",1801.87603723194,"H+"
"M_116","T_14",2045.81539483846,"H+"
"M_1","T_15",1597.87011790938,"H+"
"M_2","T_15",2092.70945099498,"H-"
"M_3","T_15",1695.60575543467,"H-"
"M_4","T_15",601.202202424708,"H+"
"M_5","T_15",1797.72064853929,"H+"
"M_6","T_15",1473.59877499457,"H+"
"M_7","T_15",2150.03876256446,"H-"
"M_8","T_15",727.279102706179,"H+"
"M_9","T_15",1523.48477201723,"H+"
"M_10","T_15",1823.30595038028,"H-"
"M_11","T_15",945.686723082641,"H+"
"M_12","T_15",807.676551751516,"H+"
"M_13","T_15",1731.52700120016,"H+"
"M_14","T_15",1288.20471976072,"H+"
"M_15","T_15",395.864870207134,"H+"
"M_16","T_15",1152.30161119692,"H+"
"M_17","T_15",259.561149202205,"H+"
"M_18","T_15",624.960525884173,"H+"
"M_19","T_15",2011.00748709249,"H+"
"M_20","T_15",158.972992241344,"H+"
"M_21","T_15",1860.39408717866,"H+"
"M_22","T_15",2100.82794443799,"H-"
"M_23","T_15",792.834627601142,"H+"
"M_24","T_15",293.552977752429,"H+"
"M_25","T_15",892.923936715368,"H+"
"M_26","T_15",572.840799410653,"H+"
"M_27","T_15",1665.57989931174,"H+"
"M_28","T_15",1456.78094478891,"H+"
"M_29","T_15",2137.57489915356,"H-"
"M_30","T_15",2005.54890874308,"H-"
"M_31","T_15",727.239153965614,"H+"
"M_32","T_15",1300.85835004652,"H+"
"M_33","T_15",803.133561901486,"H+"
"M_34","T_15",1757.67678255819,"H+"
"M_35","T_15",2366.30504236525,"H+"
"M_36","T_15",711.004936897089,"H+"
"M_37","T_15",1176.85015124062,"H+"
"M_38","T_15",931.138205978627,"H+"
"M_39","T_15",1451.0097562204,"H-"
"M_40","T_15",1997.41429197648,"H-"
"M_41","T_15",764.099884904285,"H-"
"M_42","T_15",1228.11407972583,"H+"
"M_43","T_15",2018.36322700448,"H+"
"M_44","T_15",1720.44747665598,"H+"
"M_45","T_15",2366.72278190333,"H+"
"M_46","T_15",918.232353628179,"H+"
"M_47","T_15",1636.88292924206,"H+"
"M_48","T_15",1868.21349966992,"H+"
"M_49","T_15",2160.30607320771,"H+"
"M_50","T_15",710.617918085807,"H+"
"M_51","T_15",1958.92019334277,"H+"
"M_52","T_15",2245.3617787767,"H+"
"M_53","T_15",836.621369408903,"H+"
"M_54","T_15",938.180600665168,"H+"
"M_55","T_15",705.335356517646,"H+"
"M_56","T_15",1038.22496219812,"H+"
"M_57","T_15",2372.33817049374,"H+"
"M_58","T_15",787.674837016709,"H-"
"M_59","T_15",1659.94927317193,"H-"
"M_60","T_15",792.247399306696,"H-"
"M_61","T_15",1309.68911084096,"H+"
"M_62","T_15",1796.2667129478,"H+"
"M_63","T_15",1456.33545017286,"H+"
"M_64","T_15",1552.76249006982,"H+"
"M_65","T_15",2066.54264800213,"H+"
"M_66","T_15",936.55918654468,"H+"
"M_67","T_15",1928.05399633193,"H+"
"M_68","T_15",1617.82906500077,"H+"
"M_69","T_15",1308.4061135793,"H+"
"M_70","T_15",1509.73558734326,"H-"
"M_71","T_15",981.578267050199,"H+"
"M_72","T_15",1746.81084883666,"H+"
"M_73","T_15",2197.16063194895,"H-"
"M_74","T_15",1907.56254158124,"H+"
"M_75","T_15",1101.1083780842,"H+"
"M_76","T_15",1284.03686817333,"H+"
"M_77","T_15",2530.09386807582,"H+"
"M_78","T_15",1011.51345641413,"H-"
"M_79","T_15",2031.83580450619,"H+"
"M_80","T_15",1396.35007130069,"H+"
"M_81","T_15",1109.08124751173,"H+"
"M_82","T_15",1548.3624259685,"H+"
"M_83","T_15",1179.65311813147,"H+"
"M_84","T_15",2461.11126399591,"H+"
"M_85","T_15",1152.61336195332,"H+"
"M_86","T_15",1289.15091462951,"H+"
"M_87","T_15",1766.47114955961,"H+"
"M_88","T_15",2244.01091778637,"H+"
"M_89","T_15",2472.42516813967,"H-"
"M_90","T_15",2039.75269685396,"H+"
"M_91","T_15",2608.8648378987,"H+"
"M_92","T_15",1323.18407827949,"H+"
"M_93","T_15",1311.14772995944,"H-"
"M_94","T_15",2479.78211433381,"H+"
"M_95","T_15",1916.2367595864,"H+"
"M_96","T_15",1552.0645900037,"H+"
"M_97","T_15",1814.87825774246,"H+"
"M_98","T_15",2701.76858479611,"H+"
"M_99","T_15",1412.38009696646,"H+"
"M_100","T_15",1695.40949132723,"H+"
"M_101","T_15",2274.15280886742,"H+"
"M_102","T_15",1539.35507157419,"H+"
"M_103","T_15",2578.71566631077,"H+"
"M_104","T_15",2192.23503592315,"H+"
"M_105","T_15",2532.01374470588,"H+"
"M_106","T_15",2134.07448592088,"H+"
"M_107","T_15",2057.46872522623,"H+"
"M_108","T_15",1652.97783773845,"H+"
"M_109","T_15",2582.65191958404,"H+"
"M_110","T_15",2477.66418754858,"H+"
"M_111","T_15",2007.1974598576,"H+"
"M_112","T_15",2111.68508100503,"H+"
"M_113","T_15",2165.39092602624,"H+"
"M_114","T_15",2321.05579137461,"H-"
"M_115","T_15",2785.63050084706,"H+"
"M_116","T_15",1990.46530601215,"H+"
"M_1","T_16",362.666875804852,"H+"
"M_2","T_16",613.438018820765,"H-"
"M_3","T_16",326.342732648252,"H-"
"M_4","T_16",1100.86913176854,"H+"
"M_5","T_16",365.065291161993,"H+"
"M_6","T_16",318.236647987188,"H+"
"M_7","T_16",618.325403504671,"H-"
"M_8","T_16",901.460594564354,"H+"
"M_9","T_16",187.091494507899,"H+"
"M_10","T_16",308.488817470856,"H-"
"M_11","T_16",646.662552138892,"H+"
"M_12","T_16",778.77926975104,"H+"
"M_13","T_16",183.37950269582,"H+"
"M_14","T_16",303.077148276694,"H+"
"M_15","T_16",1175.20420995295,"H+"
"M_16","T_16",418.073108817689,"H+"
"M_17","T_16",1827.99948333013,"H+"
"M_18","T_16",947.130667868678,"H+"
"M_19","T_16",444.308337554745,"H+"
"M_20","T_16",1663.62101683647,"H+"
"M_21","T_16",304.82616773481,"H+"
"M_22","T_16",542.581085786512,"H-"
"M_23","T_16",812.212638344502,"H+"
"M_24","T_16",1386.68057227756,"H+"
"M_25","T_16",744.275186710095,"H+"
"M_26","T_16",1085.53927431259,"H+"
"M_27","T_16",271.503715954472,"H+"
"M_28","T_16",311.289793694608,"H+"
"M_29","T_16",621.160871209254,"H-"
"M_30","T_16",513.499546459372,"H-"
"M_31","T_16",1002.77605327343,"H+"
"M_32","T_16",480.824265040792,"H+"
"M_33","T_16",934.813391589756,"H+"
"M_34","T_16",416.716665938026,"H+"
"M_35","T_16",856.519006746499,"H+"
"M_36","T_16",1105.96094557343,"H+"
"M_37","T_16",645.895612134407,"H+"
"M_38","T_16",887.479576511631,"H+"
"M_39","T_16",491.378311495141,"H-"
"M_40","T_16",579.918438887466,"H-"
"M_41","T_16",1126.66658984602,"H-"
"M_42","T_16",693.448429722954,"H+"
"M_43","T_16",680.98908361322,"H+"
"M_44","T_16",531.935826549538,"H+"
"M_45","T_16",912.668270600507,"H+"
"M_46","T_16",1056.3438307738,"H+"
"M_47","T_16",617.578608236712,"H+"
"M_48","T_16",653.287924646636,"H+"
"M_49","T_16",825.753665542491,"H+"
"M_50","T_16",1552.14809804054,"H+"
"M_51","T_16",737.678225921563,"H+"
"M_52","T_16",873.769322100002,"H+"
"M_53","T_16",1324.68590317803,"H+"
"M_54","T_16",1217.99721062955,"H+"
"M_55","T_16",1740.1937351938,"H+"
"M_56","T_16",1106.19620333978,"H+"
"M_57","T_16",989.36763165307,"H+"
"M_58","T_16",1928.408806307,"H-"
"M_59","T_16",741.055642250868,"H-"
"M_60","T_16",1720.15149853652,"H-"
"M_61","T_16",933.361978428556,"H+"
"M_62","T_16",795.099402511974,"H+"
"M_63","T_16",873.14193158846,"H+"
"M_64","T_16",848.56639049416,"H+"
"M_65","T_16",886.837412459493,"H+"
"M_66","T_16",1471.95214760166,"H+"
"M_67","T_16",858.759845362713,"H+"
"M_68","T_16",934.015749982311,"H+"
"M_69","T_16",1105.43687239113,"H+"
"M_70","T_16",1010.30170402212,"H-"
"M_71","T_16",1609.03714994675,"H+"
"M_72","T_16",916.307990504487,"H+"
"M_73","T_16",1018.52628478559,"H-"
"M_74","T_16",957.997661718852,"H+"
"M_75","T_16",1478.40563033816,"H+"
"M_76","T_16",1231.3962801705,"H+"
"M_77","T_16",1253.48324108924,"H+"
"M_78","T_16",1825.65893961329,"H-"
"M_79","T_16",1044.80845884921,"H+"
"M_80","T_16",1239.31060834252,"H+"
"M_81","T_16",2026.61983262295,"H+"
"M_82","T_16",1251.0362499066,"H+"
"M_83","T_16",1758.95989945248,"H+"
"M_84","T_16",1281.43602531421,"H+"
"M_85","T_16",1963.66327730071,"H+"
"M_86","T_16",1549.3997719823,"H+"
"M_87","T_16",1201.7854460051,"H+"
"M_88","T_16",1240.98053538793,"H+"
"M_89","T_16",1340.22530472856,"H-"
"M_90","T_16",1212.7464726484,"H+"
"M_91","T_16",1414.95599214519,"H+"
"M_92","T_16",1795.36788738687,"H+"
"M_93","T_16",2183.21463163669,"H-"
"M_94","T_16",1409.18944258418,"H+"
"M_95","T_16",1350.06450296592,"H+"
"M_96","T_16",1581.99092930227,"H+"
"M_97","T_16",1428.94148282347,"H+"
"M_98","T_16",1558.70773004791,"H+"
"M_99","T_16",2226.55278913929,"H+"
"M_100","T_16",1545.50839527185,"H+"
"M_101","T_16",1419.60159003006,"H+"
"M_102","T_16",1718.9743264571,"H+"
"M_103","T_16",1521.68507182747,"H+"
"M_104","T_16",1460.34963222766,"H+"
"M_105","T_16",1605.52781329357,"H+"
"M_106","T_16",1576.02085371299,"H+"
"M_107","T_16",1627.96603935356,"H+"
"M_108","T_16",2435.46806870807,"H+"
"M_109","T_16",1710.30254879965,"H+"
"M_110","T_16",1721.89496818276,"H+"
"M_111","T_16",1824.97464962126,"H+"
"M_112","T_16",1769.58442524767,"H+"
"M_113","T_16",1755.53060313137,"H+"
"M_114","T_16",1731.09237241025,"H-"
"M_115","T_16",1836.70527133259,"H+"
"M_116","T_16",1872.14308613669,"H+"
"M_1","T_17",772.963628845042,"H+"
"M_2","T_17",420.81449565548,"H-"
"M_3","T_17",651.893889779185,"H-"
"M_4","T_17",1747.29374885707,"H+"
"M_5","T_17",559.192558333785,"H+"
"M_6","T_17",844.383578151847,"H+"
"M_7","T_17",282.384582787038,"H-"
"M_8","T_17",1553.19171933199,"H+"
"M_9","T_17",743.305331626256,"H+"
"M_10","T_17",464.910120205083,"H-"
"M_11","T_17",1302.19021269724,"H+"
"M_12","T_17",1436.86140159773,"H+"
"M_13","T_17",512.870974862197,"H+"
"M_14","T_17",953.562704507014,"H+"
"M_15","T_17",1836.0031016224,"H+"
"M_16","T_17",1078.56581230044,"H+"
"M_17","T_17",2488.40471613754,"H+"
"M_18","T_17",1607.16486590104,"H+"
"M_19","T_17",225.893147119384,"H+"
"M_20","T_17",2321.94914997903,"H+"
"M_21","T_17",383.0663275601,"H+"
"M_22","T_17",177.166657181713,"H-"
"M_23","T_17",1463.47322400135,"H+"
"M_24","T_17",2040.38833325809,"H+"
"M_25","T_17",1385.13516817659,"H+"
"M_26","T_17",1732.78165373904,"H+"
"M_27","T_17",635.359009904686,"H+"
"M_28","T_17",842.859931018927,"H+"
"M_29","T_17",301.466570329148,"H-"
"M_30","T_17",383.526483852972,"H-"
"M_31","T_17",1633.8197238271,"H+"
"M_32","T_17",1039.07762343169,"H+"
"M_33","T_17",1559.80831744459,"H+"
"M_34","T_17",639.621907111181,"H+"
"M_35","T_17",385.73801657257,"H+"
"M_36","T_17",1727.94173350126,"H+"
"M_37","T_17",1212.80777413735,"H+"
"M_38","T_17",1488.09711533014,"H+"
"M_39","T_17",957.919855163078,"H-"
"M_40","T_17",509.89469000251,"H-"
"M_41","T_17",1736.78148676482,"H-"
"M_42","T_17",1227.58494147044,"H+"
"M_43","T_17",633.711707472847,"H+"
"M_44","T_17",784.091348698358,"H+"
"M_45","T_17",533.288566148249,"H+"
"M_46","T_17",1639.11344388935,"H+"
"M_47","T_17",932.781013296859,"H+"
"M_48","T_17",770.141703846129,"H+"
"M_49","T_17",677.583588541614,"H+"
"M_50","T_17",2159.55420756312,"H+"
"M_51","T_17",782.248430304879,"H+"
"M_52","T_17",646.366753717522,"H+"
"M_53","T_17",1910.86866426084,"H+"
"M_54","T_17",1785.92695034682,"H+"
"M_55","T_17",2354.97289830506,"H+"
"M_56","T_17",1654.41621599475,"H+"
"M_57","T_17",689.676473101766,"H+"
"M_58","T_17",2544.30393135257,"H-"
"M_59","T_17",1035.75867772589,"H-"
"M_60","T_17",2321.64228869614,"H-"
"M_61","T_17",1402.38012215301,"H+"
"M_62","T_17",995.385217116399,"H+"
"M_63","T_17",1280.94162604409,"H+"
"M_64","T_17",1207.56951463632,"H+"
"M_65","T_17",877.387531817657,"H+"
"M_66","T_17",2038.97456706005,"H+"
"M_67","T_17",965.60971414808,"H+"
"M_68","T_17",1258.98065193039,"H+"
"M_69","T_17",1569.25957606069,"H+"
"M_70","T_17",1391.80895631324,"H-"
"M_71","T_17",2172.22618822084,"H+"
"M_72","T_17",1164.33309764939,"H+"
"M_73","T_17",942.830909604703,"H-"
"M_74","T_17",1103.75430055101,"H+"
"M_75","T_17",2009.81447637869,"H+"
"M_76","T_17",1704.45142470225,"H+"
"M_77","T_17",991.425441133725,"H+"
"M_78","T_17",2397.61558796679,"H-"
"M_79","T_17",1121.19846671524,"H+"
"M_80","T_17",1674.55806544008,"H+"
"M_81","T_17",2599.74139944137,"H+"
"M_82","T_17",1629.34270899301,"H+"
"M_83","T_17",2291.18943504024,"H+"
"M_84","T_17",1106.74878947037,"H+"
"M_85","T_17",2521.66387054108,"H+"
"M_86","T_17",2037.26908545591,"H+"
"M_87","T_17",1475.74288184573,"H+"
"M_88","T_17",1227.76867123286,"H+"
"M_89","T_17",1190.75791721042,"H-"
"M_90","T_17",1332.93576757381,"H+"
"M_91","T_17",1191.11355660798,"H+"
"M_92","T_17",2297.46512546367,"H+"
"M_93","T_17",2735.61761607655,"H-"
"M_94","T_17",1291.91116130202,"H+"
"M_95","T_17",1574.33727314541,"H+"
"M_96","T_17",1993.86026978196,"H+"
"M_97","T_17",1716.93889612121,"H+"
"M_98","T_17",1346.7955555789,"H+"
"M_99","T_17",2763.32401434782,"H+"
"M_100","T_17",1901.54240902007,"H+"
"M_101","T_17",1455.72664333761,"H+"
"M_102","T_17",2152.34055043616,"H+"
"M_103","T_17",1387.05940082713,"H+"
"M_104","T_17",1561.44608178777,"H+"
"M_105","T_17",1546.77853384003,"H+"
"M_106","T_17",1743.4479124886,"H+"
"M_107","T_17",1846.66948372515,"H+"
"M_108","T_17",2949.98791326902,"H+"
"M_109","T_17",1665.43391169133,"H+"
"M_110","T_17",1747.09599474951,"H+"
"M_111","T_17",2111.55309851587,"H+"
"M_112","T_17",1998.70653215022,"H+"
"M_113","T_17",1956.46040739344,"H+"
"M_114","T_17",1847.41476491399,"H-"
"M_115","T_17",1717.58051642141,"H+"
